1000000 100000
0 275915 383530
1 802695 104901
1 262878 204547
0 796668 431229
1 150583 207710
0 868699 194800
1 143275 243103
0 269537 575830
1 627979 739950
0 346134 758202
0 41640 953883
0 806025 357614
0 292489 891882
0 931662 98313
0 135703 497118
0 96749 490625
1 205556 255634
1 376671 561290
1 133950 915502
1 500325 563416
0 462439 840374
1 596008 210411
1 441532 391852
1 567892 420481
0 922321 850039
0 23804 981032
1 908244 953541
0 38766 785022
0 845945 970178
0 170034 483091
1 92753 47519
0 146900 146050
1 64875 710702
1 7080 775265
1 937444 475245
0 491152 409614
1 609406 546739
0 810027 694469
1 410260 134832
0 830611 221933
0 552773 103577
0 960546 324826
0 923729 300080
1 986294 590992
1 217053 812029
0 885296 156031
1 371105 433391
0 100442 111711
0 99520 57465
1 316897 670587
1 932781 16521
1 63780 386682
0 94480 857616
0 436506 638629
1 726654 519649
1 688806 505316
0 152706 645702
1 271166 220810
0 543450 182770
1 244689 291094
1 33297 802696
0 656087 645829
1 743475 599758
0 613906 305492
1 358025 491263
1 503697 431917
1 419839 12601
1 935479 860636
0 757124 866389
0 659981 900981
1 104865 229931
0 893223 350794
0 381267 538942
0 295850 939700
0 710636 265746
0 305933 568516
0 83625 41101
1 572753 981809
0 88617 642874
0 850580 273385
1 294192 343447
0 835651 36765
0 412307 659863
1 253487 402713
0 806187 717750
1 115331 100277
0 450038 766376
0 25344 955465
1 911639 886907
1 593832 721987
0 13921 888083
0 217707 788432
0 909196 790489
1 355286 926118
1 604181 798075
1 290435 291028
1 54227 262962
0 500091 517107
1 374592 701597
1 295722 733923
0 154437 939072
0 888971 376324
1 217573 316281
0 991433 977042
0 537752 885034
0 777188 406622
0 302135 282666
1 491877 908160
1 161522 346847
1 442006 7098
0 256295 881151
0 418446 19923
0 997273 275377
1 846429 458708
1 721184 531851
1 522747 289196
1 946926 22769
1 65502 299577
0 579194 39883
1 576429 683534
1 107519 270144
1 314766 938134
0 753695 572182
1 185638 740599
0 729402 420971
0 602945 446638
1 863732 273652
1 189625 528422
1 851004 97695
1 544963 125840
0 567023 689079
0 119389 599371
1 265957 697017
1 194138 682000
1 323946 104979
1 385275 90404
0 15723 424048
1 338026 720585
1 877267 923943
1 633073 617747
1 164423 261059
1 729622 722367
0 220786 65054
0 764763 769861
0 262979 794091
1 414792 342547
0 32843 857254
1 838016 135444
0 931976 594236
1 246569 775758
1 350547 334204
1 374025 59219
0 538016 904115
0 676456 796741
1 14506 425752
1 240629 980427
0 182483 77583
0 366934 441590
1 603024 144346
1 399385 685881
0 817498 524159
0 489969 976428
1 667151 971877
1 716620 546598
0 711468 113378
0 515535 73
0 748692 176384
1 474638 975057
0 916864 17840
1 706027 57782
1 455887 267270
0 353611 551882
0 409613 578990
0 161434 965014
0 804995 213884
0 825623 135326
0 330733 334988
0 370633 985918
0 658687 184706
1 170073 888242
0 205709 763816
1 52078 248538
0 155752 630256
0 390624 501275
1 554254 662964
1 967221 323914
1 133547 605232
0 309787 764868
0 630666 579178
0 186721 182691
1 391991 796068
1 443218 634064
1 72770 892824
0 315942 793752
1 100782 159234
0 94739 358290
0 226431 148924
0 299014 937055
0 798645 172885
0 951526 733957
1 453787 438868
1 457497 723045
1 774377 898824
0 713928 798377
0 537480 799040
1 59069 530033
1 495478 847964
1 194574 558139
0 45337 123949
0 823743 172249
1 38874 480899
0 841299 291659
0 570681 17629
1 111420 633737
1 10483 95199
0 463080 558518
1 583158 508424
1 421650 965683
0 269049 545245
1 191597 655187
1 755726 609500
0 994777 875435
0 66310 214896
0 717601 13765
1 119175 688223
1 114293 503686
0 520059 22229
1 613217 738233
0 675151 244894
1 226517 582685
1 429634 989468
1 48232 362825
1 345337 19519
1 856898 747473
0 527004 645153
1 318275 191717
1 193113 476088
1 911670 687361
0 266393 785252
1 855519 10718
0 69802 311374
1 819680 967770
1 660278 748216
0 803475 577105
0 401654 436319
1 839379 402565
1 435123 818564
0 310715 241952
0 399967 291046
0 898822 968039
0 838539 591026
0 523801 802333
1 880066 651748
0 133526 695526
0 495368 13815
1 319818 94156
0 553748 635363
1 359850 649386
1 259073 868908
0 486109 772782
1 217219 722437
0 72028 499953
0 464658 886015
1 211851 35656
0 901466 177964
0 500592 635721
0 859402 991037
1 777386 80409
0 913611 170722
1 834016 292427
1 149648 349482
0 105709 224781
0 488210 107959
0 908654 805608
1 188264 516960
1 587053 88781
0 851708 877578
1 305055 35602
1 253277 99753
0 980258 312927
1 685637 278593
0 612814 8730
1 604948 79609
1 187991 347591
0 750127 340854
1 462618 2211
1 366288 205703
0 16654 698465
1 493843 250348
1 521013 796765
0 661743 529557
1 711531 979972
1 605034 308058
0 725690 494275
0 711456 400865
1 770740 980283
0 972277 485448
1 403942 11613
1 177861 232536
0 396598 420342
1 153336 227448
0 731148 424557
1 458067 661557
1 130881 86176
0 140291 612504
1 854136 449294
1 385912 1101
0 73487 252994
1 739412 214274
1 163334 958051
1 867469 741104
0 256228 467823
0 972159 777708
0 283724 913398
0 668014 426551
1 158050 587116
1 414388 735547
1 645565 36095
1 889708 72498
1 198952 212498
1 489175 612023
0 271085 727368
0 245084 264337
1 502765 237981
0 679813 878493
1 325177 327070
1 757560 299155
0 993917 805370
0 474247 390656
1 749308 122132
1 858681 603150
1 997742 932166
0 148150 210734
1 944182 802857
1 164438 193854
1 66010 259313
0 975604 518413
0 624745 124704
0 489410 166027
0 41017 703064
0 104061 827434
1 224267 768417
0 164121 760197
1 166884 123027
0 758615 837442
1 770805 606967
0 743588 127745
0 490422 501790
1 960401 533328
1 953844 357008
0 39849 852862
1 584801 744376
0 131398 467292
1 561778 425298
0 401626 764239
1 751725 938991
1 998105 720661
1 207415 96826
0 920463 989611
1 589169 770770
1 955380 542880
0 163884 7078
1 300161 307927
1 978240 40996
1 204861 533967
0 650644 558732
0 829322 798033
0 657830 277221
0 837830 5349
1 874082 302830
0 340114 77033
1 558576 325960
0 868119 451056
0 862775 266597
0 476026 294262
1 661530 814957
0 797854 558075
0 991178 818911
0 197376 928958
1 814102 979576
0 931738 363923
0 700418 921709
0 976397 336319
0 912548 33576
0 726327 228013
1 488160 273085
0 528543 124195
1 461969 406670
1 24284 780179
0 987149 721434
0 312252 244708
0 542001 99581
1 762234 180230
1 917765 811146
0 621751 975726
1 506516 692937
0 549801 782127
1 257721 854046
0 215257 386945
1 224535 85012
1 150335 400815
0 768957 596308
0 442791 649582
0 896119 118600
1 260402 324423
1 52257 39299
1 238852 699068
1 420366 137918
0 847858 88937
0 428149 400277
0 823178 98654
0 751275 862879
1 996858 974765
0 687348 257720
1 620033 991770
0 81700 142223
0 477309 287447
1 372160 902165
0 864072 800472
1 587188 71699
0 404454 380183
1 435106 60835
0 235060 27684
1 213117 259493
1 3170 841230
1 551150 239411
1 423395 224497
1 395413 933768
0 883790 445136
1 395109 118541
0 997685 662128
1 44332 754764
1 655101 806043
1 57837 181735
0 919467 683247
1 769032 116682
0 753233 563213
1 227315 775541
0 982568 435321
1 445631 289792
1 797709 814954
0 388718 166666
1 646998 433632
0 236108 716244
1 705907 981338
0 166780 963477
0 24051 347475
0 139932 614180
1 157085 645413
0 494670 75453
1 372958 905016
1 156402 817258
0 717651 898278
1 349818 491225
0 709430 679503
0 676381 997944
1 816531 421984
0 221038 450938
0 855386 314482
0 898228 301946
0 728215 544284
1 537006 39310
0 516238 789256
0 951729 512340
0 508705 389577
0 482669 934755
1 353662 741039
0 74968 177510
0 178124 962447
0 606614 561332
1 38904 813892
0 716778 897555
0 732748 556533
0 92029 714049
0 167412 716175
0 710989 622178
0 410909 229490
0 75209 603601
1 515325 752845
1 316199 661723
1 720833 287911
0 714033 175001
0 109372 987116
0 855018 748068
0 100392 760023
0 350057 315306
0 54180 422992
0 857793 822970
0 818702 938007
1 625054 268456
0 687001 640928
0 39192 834760
1 861920 844572
1 453520 859200
0 876142 817007
0 194442 217574
0 572119 859535
1 346711 400427
1 812164 379801
1 833066 315913
0 338395 276541
0 494201 244601
1 714078 540770
0 495368 558791
1 715777 118366
0 287311 825929
1 689683 15377
0 105871 337974
0 311843 512658
1 449318 667068
0 821693 15406
0 784163 903422
0 205132 826218
0 926051 363808
0 999172 906130
1 753837 277617
1 736659 233114
0 57123 950453
0 260354 746167
0 272864 311837
1 66024 29837
0 522910 441691
1 854857 20636
1 595145 852714
0 609862 812532
0 161004 960209
1 252202 679168
1 861363 644000
0 851985 154076
1 792209 418096
1 366382 998213
1 52073 286847
1 876464 132130
1 145319 59439
0 880255 247450
1 939909 706229
0 753479 713950
1 934613 765421
1 905100 655790
1 198567 783804
1 206358 622978
1 657672 365695
1 621828 67425
1 390897 66441
1 630123 825800
0 707787 73786
0 120200 718953
0 490650 437991
1 408691 47383
0 431747 907240
1 884567 953229
0 991685 664633
1 756497 197381
1 161114 351859
0 868739 612421
1 805821 275583
0 356156 948762
1 94559 214335
0 242245 53408
1 384891 936761
1 636135 55861
1 576603 633651
0 308023 962455
1 591341 637535
1 352675 387167
1 682266 428487
0 461990 49983
1 356240 545532
0 630221 270359
0 48323 630992
0 661149 690708
0 775687 703307
0 714959 930034
1 834153 702268
0 784055 714689
0 126376 642565
1 217024 52304
1 740447 166411
0 821835 941067
0 751933 403275
1 957815 831967
0 216670 84734
1 347864 858612
1 813565 865802
0 620218 428707
0 454338 669940
0 108842 957958
1 929302 630643
1 758116 802299
1 694346 821977
1 339436 822953
0 508972 491497
0 263755 986294
1 344358 467589
1 851377 956225
1 726229 836832
1 733264 660270
1 185002 820565
1 537037 410416
1 222431 417548
0 347655 694200
1 164797 881301
1 295664 87819
1 744203 979802
1 362378 812345
1 854115 481577
0 829894 511974
1 467218 75895
0 180916 873668
0 729609 731784
0 629267 795206
1 446652 157715
0 624440 5512
1 378230 84893
1 549629 175715
0 592388 796884
1 750250 489156
1 791077 56539
1 211336 361472
0 566193 601631
1 787717 453336
1 519963 630144
0 417857 348445
1 568350 46315
0 588036 831708
1 208336 847146
0 266315 659093
0 497548 450132
1 426657 527232
1 890217 242697
1 541023 788059
1 991045 181439
0 512168 929663
1 553833 971450
0 661026 599281
0 649793 53435
0 390406 102788
0 156174 652120
1 829905 418410
0 503527 513962
0 887301 478059
1 521966 19791
1 797839 398074
0 157383 931715
0 277605 105791
0 565660 239093
0 718486 807758
0 383048 399333
1 220133 831985
1 178388 771417
1 731686 61275
0 639050 464275
0 749287 980743
0 552490 927646
1 521790 166403
1 60488 85318
1 829708 731114
1 833617 820229
1 101633 686146
1 173785 996758
0 171962 625476
1 189876 603854
0 763813 913381
0 612875 852728
0 719475 159228
0 361691 286640
1 254565 260767
0 237800 459673
0 309813 462700
1 73405 654193
1 484030 239100
0 441571 895126
1 232455 201164
0 50685 695447
1 378753 882500
1 471497 183983
0 377232 442901
1 257957 420493
1 383933 163880
1 1761 317476
0 641013 26484
0 442363 298154
1 997992 562314
1 156688 450344
0 917041 865513
1 828058 929041
0 64273 708933
1 464828 63849
1 326175 853537
0 792096 480023
0 748465 578115
0 745627 48334
0 579064 688834
0 365253 904649
0 191694 884211
1 286063 453011
1 182148 856750
0 57778 148334
1 68309 451081
1 490931 175203
0 975925 318112
0 203943 54599
1 768621 422378
0 484153 73571
0 320548 45366
1 939521 188971
0 576656 475087
1 300593 452888
0 583078 82076
1 204831 146793
0 84401 935724
1 177719 911069
0 654268 175644
1 257693 20292
1 723177 131392
1 163809 564319
1 204387 625753
1 821864 589237
1 947623 900802
1 28450 640207
1 640997 887669
1 640001 794170
1 241724 120814
1 240182 906810
0 531071 683229
1 847459 481501
0 943526 371884
0 858068 860340
1 364420 559728
0 227653 839315
0 849254 83967
1 545799 124615
1 270084 103635
0 793878 84508
0 210336 956349
0 854314 7465
0 898395 221107
0 629899 256748
0 753806 118618
1 285567 158890
0 863771 789085
0 630047 233359
0 826450 867187
0 97911 677418
0 169439 62283
0 739592 583365
0 820179 58907
0 405978 67651
0 625969 643820
1 586751 982010
0 598980 841037
0 196876 426256
0 91039 524314
0 701254 422443
1 847980 583062
0 924881 77022
1 851783 526005
1 774118 125004
0 181750 588883
1 212548 676978
0 854130 505977
0 427217 932325
0 415915 513373
0 558859 604045
0 545241 193714
1 301092 373369
1 507073 576973
1 201897 112273
1 542210 497265
0 669082 469579
0 381520 130069
1 479455 705209
1 599267 293236
1 297414 822219
1 40431 230901
0 888798 560898
1 195408 581455
0 502041 145579
1 996760 366304
0 186817 408188
1 108311 442240
0 711533 168957
1 92009 403882
1 215044 369137
1 948627 820991
0 476824 158318
0 737724 813457
1 698471 199860
0 39103 570989
1 188793 533990
1 195118 249813
0 200130 214574
1 291234 655445
1 424001 137077
1 597146 149515
0 254711 135453
1 596923 150370
1 433757 697781
0 535971 228136
0 711669 323440
1 914621 431848
0 346918 704440
1 226259 156202
0 545115 886305
0 995709 430076
1 816158 444611
0 257758 438562
1 64374 161121
0 233535 530788
1 170232 579923
0 492914 520737
1 538345 792910
0 30806 818577
1 890713 419333
1 13136 302531
1 775911 738591
0 444483 647280
0 310521 796434
1 85121 476809
1 213087 861379
1 481401 908203
1 316807 496650
0 92639 502769
1 378021 660329
0 624102 624876
0 774079 783131
0 704233 957605
1 748933 232311
0 734124 443809
0 426679 221996
0 671216 798314
1 438344 791260
1 225195 781445
0 125752 867604
0 157401 453984
1 780424 108765
1 233585 808492
1 186754 681584
0 383101 924275
1 705807 826084
1 481440 339093
1 863045 861714
1 870296 337425
1 166767 632619
0 178796 249339
1 281049 798129
0 43205 458781
0 21309 607486
1 473246 214452
0 197207 834321
1 594833 222365
1 832607 374218
1 696493 348798
0 196345 377094
1 762207 705313
0 946926 864986
1 505447 96613
0 399542 93420
1 960598 12104
1 217092 586298
1 982706 883831
0 124094 608262
0 29356 556696
1 493144 249137
1 53913 707228
0 957952 921787
0 71011 493795
0 856477 415272
1 341958 57401
0 402753 958846
0 470326 338432
0 381957 302384
1 763446 832738
0 58575 772313
0 258900 400335
1 815166 264661
1 769535 745149
0 225910 172607
0 831335 515621
0 955473 375137
1 980947 459212
1 959151 182556
0 33853 557743
1 481925 951613
1 551540 617092
0 26142 4196
1 633375 972744
1 93302 131518
0 984292 310639
1 272114 621842
0 505454 196260
1 221554 978337
1 860855 515066
0 34914 579884
1 854971 965167
1 317150 565099
1 203229 615602
1 661061 492081
1 837424 953516
0 395171 1315
0 384568 418831
1 290893 518917
0 893222 414557
1 212385 239513
0 785934 118828
0 422140 417736
1 856619 905267
0 427355 543610
0 821647 984690
0 857650 320068
0 857065 923118
1 888934 770946
1 675725 918090
1 497622 548013
0 858072 841148
1 631471 859684
0 597572 319283
0 134549 79190
0 6603 55935
1 229538 722776
1 42388 161578
1 22163 283123
0 143243 513674
1 753307 881903
0 39988 534494
0 380077 51704
0 122527 571380
1 359211 103385
0 76556 233635
0 639743 78626
1 690679 806901
1 22796 641424
1 162324 958835
1 821 12207
0 778321 121943
1 186014 155413
1 117803 879570
0 884361 3963
0 849085 602724
1 674083 585547
1 139117 619060
0 909156 560145
0 810827 493855
1 754194 121651
1 464466 732513
0 202054 957497
0 685376 60336
1 420173 951911
0 601324 216313
0 461647 662873
1 835665 708488
1 965810 959240
1 664212 303082
0 827354 825901
0 126683 261497
0 290104 858964
0 602745 587313
0 926975 540135
0 179414 474880
0 219800 477858
0 399115 888767
0 256027 773691
1 510962 963124
0 37462 95583
1 63568 517020
1 433877 273362
1 23834 344450
0 220439 28780
0 88111 997319
1 642372 379070
1 970935 726420
1 747238 224024
1 372447 879735
1 874589 930295
1 569024 797113
0 43928 540356
0 724673 60384
0 325222 660327
1 335296 235812
0 328308 862527
1 445070 273632
0 640510 115022
1 618325 826335
0 89370 717367
0 148472 614059
1 401346 563436
1 113758 970092
0 584577 494368
0 766584 235940
0 982684 563412
1 366127 171409
0 107785 199305
0 5647 195208
1 954249 251474
1 119387 80116
0 818795 995467
1 845684 614692
0 340105 311549
1 795758 545751
1 330032 642767
0 871064 743046
0 867318 344952
0 808553 829876
1 330005 772076
0 19818 894607
1 537850 763180
0 155375 823247
0 740518 952141
0 750707 390462
1 881335 766845
1 792676 567429
1 995605 912755
0 976598 633179
0 337893 2854
1 18228 89368
1 990342 21900
1 239108 426003
1 720631 544894
1 114662 914318
1 407365 620765
1 916382 796528
0 69404 356071
1 232495 869139
0 567389 272676
1 677615 386821
1 849837 126438
0 338093 769118
0 277343 678288
0 554143 919456
1 388432 822049
0 568408 694302
0 566727 128748
0 849512 244168
0 184655 644938
1 613417 520789
1 945846 751269
0 963931 821142
1 538390 215286
1 103811 223081
1 680820 720536
1 474964 640047
1 381247 778677
1 956167 24471
0 478580 106266
1 885895 470380
1 420020 240954
1 874386 731989
1 836855 681490
0 908707 797828
1 30991 131339
0 803690 983466
0 111972 854867
1 92770 524801
1 541330 137466
1 724712 614645
1 314448 868113
0 748795 113229
0 196632 315572
1 155420 343163
0 255957 703838
0 451658 93596
1 173001 215449
1 292493 878809
0 466576 89477
0 571953 256678
0 245359 885698
0 42975 66300
1 205842 558472
1 41653 841339
0 878487 374802
0 222550 588473
0 747100 113734
0 621009 587377
1 11632 148673
1 736317 905589
0 846795 539083
0 899018 467767
1 487932 362111
0 141022 60798
1 612409 465408
0 117885 120903
1 356204 819544
0 399598 705454
1 724188 68902
0 861540 648297
1 667230 421798
0 33091 593608
1 793035 669113
0 656137 1870
0 252345 349173
1 973058 66558
0 485279 182276
0 46882 544385
0 417467 192055
0 858550 825670
0 344855 816736
1 314833 840702
1 396485 550957
1 960205 235869
0 84288 160846
0 543365 330643
0 301273 865895
1 306463 92355
1 822103 62745
1 26897 860302
